store_lats,store_lngs,store_sizes,store_products,store_categories,days_to_expiry,quantity_available,original_prices,discounted_prices,is_available,store_names,store_addresses
38.93944688026949,-77.0330336144517,medium,peanut butter,canned,316,469,8.91,8.311931506849316,1,Morazan Grocery Store,3928 14TH STREET NW
38.901569290610794,-76.97803182686681,medium,ranch dressing,sauce/condiments,24,372,10.75,9.675,1,Aldi,901 17TH STREET NE
38.893139781622146,-76.94745719705952,small,peanut butter,canned,316,43,8.91,8.311931506849316,1,Safeway,322 40TH STREET NE
38.95135804157581,-77.0123928349029,large,peanut butter,canned,219,817,8.91,7.128,1,Avenue Supermarket,5010 1ST STREET NW
38.98346370182273,-77.02606575460844,medium,water,beverages,133,38,0.32,0.27822222222222226,0,International Progresso Market,7719 GEORGIA AVENUE NW
38.90546255831053,-77.00727113699224,large,ranch dressing,sauce/condiments,27,249,10.75,10.2125,1,Streets Market,51 M STREET NE 
38.929308227973394,-77.03298601467988,medium,pork bacon,meat,1,361,3.62,2.172,1,Lidl,"3100 14TH STREET NW, #116"
38.929308227973394,-77.03298601467988,medium,mayonnaise,sauce/condiments,19,447,13.08,10.682,1,Target,3100 14TH STREET NW
38.912057515959056,-77.03895582799446,medium,rice,grain,117,228,0.49,0.40425,1,Safeway,1701 CORCORAN STREET NW
38.9066904312142,-77.04836333526447,small,tuna,canned,65,53,13.4,7.893150684931507,1,Streets Market,1255 22ND STREET NW
38.85903221903567,-76.96667322313847,large,tuna,canned,50,698,13.4,7.617808219178083,1,Safeway,2845 ALABAMA AVENUE SE
38.93082173909143,-77.03192369024724,medium,corn,canned,231,73,5.78,4.719013698630137,0,Giant,1345 PARK ROAD NW
38.929308227973394,-77.03298601467988,medium,black beans,canned,181,290,6.92,5.175780821917808,1,Lidl,"3100 14TH STREET NW, #116"
38.9655532402862,-77.0764593007974,medium,ranch dressing,sauce/condiments,11,467,10.75,7.345833333333333,1,Magruder's,5626 CONNECTICUT AVENUE NW
38.929308227973394,-77.03298601467988,medium,carrot,produce,3,112,0.63,0.45,0,Lidl,"3100 14TH STREET NW, #116"
38.904767550491435,-77.06515039926713,medium,lettuce,produce,1,406,1.64,0.937142857142857,1,Dean & DeLuca,3276 M STREET NW
38.969528402684396,-77.02655061039647,large,cucumber,produce,5,495,0.6,0.5142857142857143,1,Safeway,6500 PINEY BRANCH ROAD NW
38.90746786181079,-77.00056757058081,medium,corn meal,grain,117,224,0.46,0.3795,1,Trader Joe's,350 FLORIDA AVENUE NE
38.90546255831053,-77.00727113699224,small,corn,canned,306,91,5.78,5.312849315068493,1,Streets Market,51 M STREET NE 
38.9655532402862,-77.0764593007974,medium,onion,produce,6,96,0.47,0.43642857142857144,1,Magruder's,5626 CONNECTICUT AVENUE NW
38.930102183481345,-77.03814039244843,medium,ranch dressing,sauce/condiments,9,462,10.75,6.9875,1,Streets Market,3146 MOUNT PLEASANT STREET NW
38.88474156067011,-76.9955259196549,large,orange juice,beverages,123,1708,4.04,3.400333333333333,1,Trader Joe's,750 PENNSYLVANIA AVENUE SE
38.91320970325574,-77.03174182533907,small,onion,produce,6,46,0.47,0.43642857142857144,1,AmazonFresh,1733 14TH STREET NW
38.92075605615908,-77.04354207691901,medium,ground beef,meat,1,90,3.72,2.232,0,Streets Market,1864 COLUMBIA ROAD NW
38.98346370182273,-77.02606575460844,medium,green pepper,produce,3,120,1.24,0.8857142857142857,1,International Progresso Market,7719 GEORGIA AVENUE NW
38.90057508208876,-76.97977231662443,medium,water,beverages,131,241,0.32,0.27644444444444444,1,Safeway,1601 MARYLAND AVENUE NE
38.84494948017701,-76.98099933099753,small,spaghetti,grain,146,78,1.15,1.041388888888889,1,Giant,1535 ALABAMA AVENUE SE
38.967771235004186,-77.02779827340463,large,green pepper,produce,5,1514,1.24,1.062857142857143,1,Jocelyn’s Market ,6404 GEORGIA AVENUE NW
38.967771235004186,-77.02779827340463,small,cucumber,produce,1,59,0.6,0.3428571428571428,1,Jocelyn’s Market ,6404 GEORGIA AVENUE NW
38.95234016155874,-77.08246449753963,medium,chicken drumstick,meat,2,190,0.42,0.294,1,Safeway,4203 DAVENPORT STREET NW
38.90949910711764,-77.03356774007037,medium,onion,produce,4,169,0.47,0.3692857142857143,1,Whole Foods Market,1440 P STREET NW 
38.92075605615908,-77.04354207691901,medium,carrot,produce,3,19,0.63,0.45,1,Streets Market,1864 COLUMBIA ROAD NW
38.8828727388499,-76.9947534873476,small,chicken drumstick,meat,4,74,0.42,0.378,1,Union Kitchen Grocery,430 8TH STREET SE
38.901569290610794,-76.97803182686681,large,ground beef,meat,3,119,3.72,2.9760000000000004,1,Aldi,901 17TH STREET NE
38.88028537177093,-77.00471301493634,small,cucumber,produce,3,76,0.6,0.42857142857142855,1,Whole Foods Market,101 H STREET SE
38.94103647207613,-77.02552897075412,medium,lettuce,produce,3,20,1.64,1.1714285714285715,0,Yes! Organic,4100 GEORGIA AVENUE NW
38.91850672736017,-77.03161975008753,medium,eggs,dairy,2,452,3.96,2.262857142857143,1,Yes! Organic,2123 14TH STREET NW
38.94572155159999,-77.09575911175843,medium,american cheese,dairy,7,325,1.96,1.47,1,Wagshal’s Market ,4845 MASSACHUSETTS AVENUE NW
38.93213727601643,-76.99587125545985,medium,cucumber,produce,5,54,0.6,0.5142857142857143,1,Trader Joe's,701 MONROE STREET NE
38.92075605615908,-77.04354207691901,medium,powdered milk,dairy,13,20,2.94,2.835,1,Streets Market,1864 COLUMBIA ROAD NW
38.9485365777595,-77.08055249629902,small,tuna,canned,177,19,13.4,9.94904109589041,1,Target ,4500 WISCONSIN AVENUE NW
38.929308227973394,-77.03298601467988,medium,orange juice,beverages,65,68,4.04,2.7494444444444444,1,Lidl,"3100 14TH STREET NW, #116"
38.877621504691085,-77.0171618053436,medium,rice,grain,126,489,0.49,0.4165,1,Safeway,1100 4TH STREET SW
38.919229805772105,-76.9924309344828,large,butter,dairy,10,1518,3.26,2.7942857142857145,1,Giant,1050 BRENTWOOD ROAD NE
38.94103647207613,-77.02552897075412,medium,chicken breast,meat,1,183,0.97,0.582,1,Yes! Organic,4100 GEORGIA AVENUE NW
38.90091857333817,-77.04906991376863,large,chicken drumstick,meat,2,1480,0.42,0.294,1,Whole Foods Market,2201 I STREET NW
38.91975734622245,-77.02486798416663,large,elbow macaroni,grain,38,447,1.09,0.6600555555555555,0,Whole Foods Market,967 FLORIDA AVENUE NW
38.95797669309216,-77.00214446812893,large,corn,canned,127,470,5.78,3.8955616438356166,1,Walmart Supercenter,310 RIGGS ROAD NE
38.969528402684396,-77.02655061039647,medium,peanut butter,canned,110,409,8.91,5.797602739726027,1,Safeway,6500 PINEY BRANCH ROAD NW
38.83120451966467,-77.00808213858393,medium,ketchup,sauce/condiments,10,331,5.41,3.6066666666666665,1,Good Food Markets,4001 SOUTH CAPITOL STREET SW
38.90949013493613,-77.04836546433359,large,butter,dairy,1,630,3.26,1.7464285714285712,0,Metro Supermarket,2130 P STREET NW #5
38.94103647207613,-77.02552897075412,medium,orange juice,beverages,140,316,4.04,3.591111111111111,1,Yes! Organic,4100 GEORGIA AVENUE NW
38.880209661423635,-76.98662497531038,small,elbow macaroni,grain,127,88,1.09,0.929527777777778,1,Harris Teeter,1350 POTOMAC AVENUE SE
38.91626798854291,-76.98201281403125,medium,ranch dressing,sauce/condiments,1,185,10.75,5.554166666666667,1,Target ,1515 NEW YORK AVENUE NE
38.90091857333817,-77.04906991376863,medium,chicken drumstick,meat,3,329,0.42,0.336,1,Whole Foods Market,2201 I STREET NW
38.90091857333817,-77.04906991376863,small,diced tomato,canned,108,36,4.77,3.0906986301369863,1,Whole Foods Market,2201 I STREET NW
38.98346370182273,-77.02606575460844,large,flour,grain,164,1261,0.44,0.4204444444444444,1,International Progresso Market,7719 GEORGIA AVENUE NW
38.95234016155874,-77.08246449753963,small,tuna,canned,137,99,13.4,9.214794520547946,1,Safeway,4203 DAVENPORT STREET NW
38.92075605615908,-77.04354207691901,medium,ground beef,meat,1,268,3.72,2.232,1,Streets Market,1864 COLUMBIA ROAD NW
38.901569290610794,-76.97803182686681,small,pork bacon,meat,4,66,3.62,3.258,1,Aldi,901 17TH STREET NE
38.92075605615908,-77.04354207691901,medium,powdered milk,dairy,13,188,2.94,2.835,1,Streets Market,1864 COLUMBIA ROAD NW
38.912057515959056,-77.03895582799446,small,corn,canned,268,1,5.78,5.011972602739727,0,Safeway,1701 CORCORAN STREET NW
38.87413333646309,-76.97274786739935,small,tuna,canned,28,1,13.4,7.213972602739726,0,Yes! Organic,2323 PENNSYLVANIA AVENUE SE
38.84494948017701,-76.98099933099753,medium,corn,canned,23,30,5.78,3.072109589041096,0,Giant,1535 ALABAMA AVENUE SE
38.930102183481345,-77.03814039244843,medium,green pepper,produce,3,68,1.24,0.8857142857142857,1,Streets Market,3146 MOUNT PLEASANT STREET NW
38.95453573534579,-76.9997257446131,medium,chicken drumstick,meat,2,276,0.42,0.294,1,Aldi,5300 SOUTH DAKOTA AVENUE NE
38.9655532402862,-77.0764593007974,large,soy sauce,sauce/condiments,23,608,13.05,11.5275,1,Magruder's,5626 CONNECTICUT AVENUE NW
38.9655532402862,-77.0764593007974,large,apple juice,beverages,22,307,2.32,1.3017777777777777,0,Magruder's,5626 CONNECTICUT AVENUE NW
38.905007945629904,-77.0290444232359,medium,orange juice,beverages,144,158,4.04,3.636,1,Streets Market,1221 MASSACHUSSETTS AVENUE NW
38.94045114501989,-77.07726641003441,large,orange juice,beverages,22,904,4.04,2.266888888888889,1,Wegmans,41 RIDGE SQUARE NW
38.962078321939025,-77.0272851396928,medium,chicken drumstick,meat,3,126,0.42,0.336,1,Walmart Supercenter,5929 GEORGIA AVENUE NW
38.90040448832144,-76.99814738644127,medium,water,beverages,79,378,0.32,0.23022222222222222,1,Whole Foods Market,600 H STREET NE
38.94045114501989,-77.07726641003441,small,onion,produce,5,62,0.47,0.40285714285714286,1,Wegmans,41 RIDGE SQUARE NW
38.90746786181079,-77.00056757058081,large,pork bacon,meat,1,1963,3.62,2.172,1,Trader Joe's,350 FLORIDA AVENUE NE
38.91320970325574,-77.03174182533907,medium,flour,grain,6,485,0.44,0.22733333333333336,1,AmazonFresh,1733 14TH STREET NW
38.962078321939025,-77.0272851396928,large,peanut butter,canned,337,38,8.91,8.568246575342465,1,Walmart Supercenter,5929 GEORGIA AVENUE NW
38.930102183481345,-77.03814039244843,medium,soy sauce,sauce/condiments,4,423,13.05,7.3950000000000005,1,Streets Market,3146 MOUNT PLEASANT STREET NW
38.90679819583192,-77.0266923576239,medium,coffee,beverages,23,169,14.42,8.131277777777777,1,Capitol Super Market,1231 11TH STREET NW
38.88354906285551,-76.98655150803029,large,coffee,beverages,141,1138,14.42,12.857833333333332,1,Safeway,415 14TH STREET SE
38.908770717071064,-77.02212530524505,medium,soy sauce,sauce/condiments,11,6,13.05,8.9175,0,Giant,1400 7TH STREET NW
38.920762105757646,-77.03208536793325,small,water,beverages,67,81,0.32,0.21955555555555556,1,Streets Market,2400 14TH STREET NW
38.906023064916525,-77.0054945492568,medium,water,beverages,108,348,0.32,0.256,1,Harris Teeter,1201 1ST STREET NE
38.94103647207613,-77.02552897075412,small,chicken breast,meat,3,42,0.97,0.776,1,Yes! Organic,4100 GEORGIA AVENUE NW
38.95660425176426,-77.02131788768959,small,rice,grain,119,42,0.49,0.4069722222222222,1,Tropimart International Foods,607 KENNEDY STREET NW
38.92085095656864,-76.95088115617462,medium,rice,grain,70,152,0.49,0.34027777777777773,1,Costco Wholesale,2441 MARKET STREET NE
38.877621504691085,-77.0171618053436,large,black beans,canned,207,1111,6.92,5.422246575342466,1,Safeway,1100 4TH STREET SW
38.93213727601643,-76.99587125545985,medium,chicken breast,meat,2,266,0.97,0.6789999999999999,1,Trader Joe's,701 MONROE STREET NE
38.95797669309216,-77.00214446812893,small,spaghetti,grain,49,18,1.15,0.7315277777777777,1,Walmart Supercenter,310 RIGGS ROAD NE
38.93585941366032,-77.0580161995249,medium,green pepper,produce,5,146,1.24,1.062857142857143,1,Target ,3505 CONNECTICUT AVENUE NW
38.8972029100673,-77.00221180589779,small,apple juice,beverages,109,65,2.32,1.8624444444444443,1,Union Kitchen Grocery,538 3RD STREET NE
38.94045114501989,-77.07726641003441,medium,black beans,canned,309,220,6.92,6.389150684931507,1,Wegmans,41 RIDGE SQUARE NW
38.93094342714376,-77.03854438909195,large,spaghetti,grain,131,40,1.15,0.9934722222222222,0,BestWorld Supermarket,3178 MOUNT PLEASANT STREET NW
38.91731297728028,-77.06868826971429,medium,chicken breast,meat,4,278,0.97,0.873,1,Trader Joe's,2101 WISCONSIN AVENUE NW #A
38.912005027447265,-77.00400185770731,large,pork bacon,meat,4,1733,3.62,3.258,1,Union Kitchen Grocery,1625 ECKINGTON PLACE NE
38.91428483131307,-77.0452000177074,large,eggs,dairy,9,1228,3.96,3.2528571428571427,1,Dawson's Market,2001 S STREET NW
38.8828727388499,-76.9947534873476,small,coffee,beverages,84,24,14.42,10.574666666666667,1,Union Kitchen Grocery,430 8TH STREET SE
38.967771235004186,-77.02779827340463,large,flour,grain,54,1494,0.44,0.28600000000000003,1,Jocelyn’s Market ,6404 GEORGIA AVENUE NW
38.91626798854291,-76.98201281403125,medium,elbow macaroni,grain,113,225,1.09,0.8871388888888889,1,Target ,1515 NEW YORK AVENUE NE
38.93845637077938,-77.02485883166267,small,lettuce,produce,2,78,1.64,1.054285714285714,1,Safeway,3830 GEORGIA AVENUE NW
38.9218044722116,-77.04371096490623,medium,carrot,produce,1,340,0.63,0.36,1,Yes! Organic,1825 COLUMBIA ROAD NW
38.929450971217975,-76.97481915156214,small,tuna,canned,169,52,13.4,9.802191780821918,1,Good Food Markets,2006 RHODE ISLAND AVENUE NE
38.877621504691085,-77.0171618053436,medium,mustard,sauce/condiments,6,167,4.26,2.5559999999999996,0,Safeway,1100 4TH STREET SW
38.90708611298733,-77.02372205751965,medium,black beans,canned,69,124,6.92,4.114082191780822,0,Union Kitchen Grocery,1251 9TH STREET NW
38.929450971217975,-76.97481915156214,medium,corn meal,grain,71,344,0.46,0.32072222222222224,1,Good Food Markets,2006 RHODE ISLAND AVENUE NE
38.962078321939025,-77.0272851396928,medium,diced tomato,canned,9,427,4.77,2.443808219178082,1,Walmart Supercenter,5929 GEORGIA AVENUE NW
38.91850672736017,-77.03161975008753,small,elbow macaroni,grain,45,11,1.09,0.68125,0,Yes! Organic,2123 14TH STREET NW
38.912005027447265,-77.00400185770731,medium,green pepper,produce,5,229,1.24,1.062857142857143,1,Union Kitchen Grocery,1625 ECKINGTON PLACE NE
38.92198694131714,-77.03844186238213,medium,orange juice,beverages,140,488,4.04,3.591111111111111,1,Harris Teeter,1631 KALORAMA ROAD NW
38.929308227973394,-77.03298601467988,medium,mayonnaise,sauce/condiments,9,447,13.08,8.502,1,Target,3100 14TH STREET NW
38.94572155159999,-77.09575911175843,medium,pork bacon,meat,3,392,3.62,2.8960000000000004,1,Wagshal’s Market ,4845 MASSACHUSETTS AVENUE NW
38.930205375500556,-77.03827261674164,small,butter,dairy,11,56,3.26,2.910714285714285,1,El Progreso Market,3158 MOUNT PLEASANT STREET NW
38.962078321939025,-77.0272851396928,medium,chicken breast,meat,2,33,0.97,0.6789999999999999,1,Walmart Supercenter,5929 GEORGIA AVENUE NW
38.88474156067011,-76.9955259196549,medium,ranch dressing,sauce/condiments,7,250,10.75,6.629166666666667,1,Trader Joe's,750 PENNSYLVANIA AVENUE SE
38.91612588552247,-77.06756091263732,medium,chicken drumstick,meat,3,411,0.42,0.336,1,Safeway,1855 WISCONSIN AVENUE NW
